time_s,measured_x_m,predicted_x_m,measured_y_m,predicted_y_m,position_error_m,measured_yaw_rad,predicted_yaw_rad,yaw_error_rad,measured_yaw_rate_radps,predicted_yaw_rate_radps,yaw_rate_error_radps,measured_slip_angle_rad,predicted_slip_angle_rad,slip_angle_error_rad
14.81,1.811075387,1.8110753871927623,29.274888472,29.274888471839198,2.510276208691717e-10,1.523611021,1.52361102087698,-1.2301981655582495e-10,-0.127953995,-0.1279539946249328,3.7506719952062895e-10,-0.007361014,-0.00736101423349992,-2.3349991992022145e-10
14.82,1.812163269,1.8121632696489345,29.29485886,29.29485885987877,6.601615921791471e-10,1.52247569,1.5224756900247307,2.4730439918130287e-11,-0.117707065,-0.11770706505420475,-5.4204751798181405e-11,-0.006683637,-0.006683636730305287,2.6969471274285173e-10
14.83,1.813274002,1.813274002135598,29.31482799,29.31482799030351,3.324215961242765e-10,1.52128395,1.5212839500606838,6.068390234759136e-11,-0.104257219,-0.104257219384152,-3.841520018754707e-10,-0.005961099,-0.0059610992079143525,-2.079143524014171e-10
14.84,1.814383299,1.8143832992098219,29.3347972,29.33479720019052,2.834118675383503e-10,1.52033187,1.5203318704093034,4.093037020425072e-10,-0.103826575,-0.10382657500536516,-5.365152766501069e-12,-0.005739626,-0.005739626195195821,-1.9519582044463801e-10
14.85,1.815519984,1.8155199847166956,29.354764869,29.35476486982395,1.0920368016055056e-09,1.519247707,1.5192477074186987,4.1869885336609514e-10,-0.096085881,-0.09608588102886155,-2.886155203718488e-11,-0.005312804,-0.005312804295253919,-2.9525391940371515e-10
14.86,1.816658392,1.8166583924889073,29.374732441,29.37473244122307,5.373929922208957e-10,1.518359134,1.5183591342528473,2.5284752069865135e-10,-0.09898573,-0.09898572998182649,1.8173504368057536e-11,-0.005286816,-0.005286815764223471,2.3577652850936826e-10
14.87,1.817826417,1.817826417074063,29.394698302,29.394698301993905,7.431317638781518e-11,1.517312725,1.5173127248971623,-1.02837738324979e-10,-0.09319547,-0.09319546997026229,2.9737712292643437e-11,-0.004991696,-0.004991695891434879,1.08565121302584e-10
14.88,1.818972405,1.818972405637013,29.414665434,29.41466543473746,9.744922263932566e-10,1.516739229,1.5167392286940125,-3.0598723554930984e-10,-0.011598068,-0.011598067739334098,2.6066590205764406e-10,-0.00157895,-0.0015789496515927325,3.4840726744617134e-10
14.89,1.820056037,1.8200560371724162,29.434636049,29.434636049407793,4.4274249203856516e-10,1.516929839,1.5169298390516532,5.165334826529033e-11,0.028311048,0.028311047825008796,-1.7499120208430696e-10,0.000330422,0.0003304224106174874,4.1061748744025336e-10
14.9,1.82111382,1.8211138207385584,29.454608052,29.454608052457203,8.686209308667582e-10,1.517292429,1.5172924294887729,4.887725779667562e-10,0.05896453,0.05896453025433908,2.5433907757665963e-10,0.001834573,0.0018345729444504983,-5.5549501630502984e-11
14.91,1.822125056,1.8221250563612406,29.474582466,29.474582466307513,4.744033542067375e-10,1.518027271,1.5180272707240334,-2.759668049634456e-10,0.069395092,0.0693950921125954,1.1259539134389485e-10,0.002560938,0.0025609378792445527,-1.207554473081629e-10
14.92,1.823120926,1.823120926684241,29.494557653,29.49455765319356,7.11091172873309e-10,1.518707196,1.5187071957317029,-2.6829738430933503e-10,0.082965044,0.08296504376284661,-2.3715339414476233e-10,0.003320113,0.0033201128214094414,-1.7859055857424866e-10
14.93,1.824077326,1.8240773259118221,29.514534768,29.514534768627804,6.339658408992217e-10,1.519627766,1.5196277662607915,2.6079138848444927e-10,0.083475756,0.08347575603141055,3.14105547127852e-11,0.003569083,0.0035690829325752365,-6.742476325524716e-11
14.94,1.82502323,1.8250232301575058,29.534512384,29.53451238428222,3.231972554471387e-10,1.520416916,1.5204169161015244,1.0152412244224251e-10,0.091270837,0.09127083735395312,3.539531306939736e-10,0.004016598,0.004016598171727298,1.7172729818021315e-10
14.95,1.825933066,1.8259330667507254,29.554491675,29.554491674866476,7.625075249459016e-10,1.52140211,1.5214021097313104,-2.6868951508163263e-10,0.088408595,0.08840859467050137,-3.294986367086139e-10,0.004058193,0.004058192533143681,-4.668563192283814e-10
14.96,1.826834827,1.826834827044209,29.574471332,29.574471331924777,8.72539271783873e-11,1.522229784,1.5222297835432865,-4.567137779076802e-10,0.094225284,0.09422528429004275,2.9004273982558004e-10,0.004365101,0.004365100536813115,-4.6318688468049984e-10
